edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
29,6.644869443411273,22267.63533930972,105093.6313604288,6568.870614363574,1,F,Government,Secondary / secondary special,0
41,7.981049094860584,49727.92143754367,149562.99923195533,16100.789843175844,2,M,Business Entity,Secondary / secondary special,0
64,1.569568253631688,35405.20050890927,78324.54769360021,4487.114129192882,2,F,Business Entity,Secondary / secondary special,0
57,10.92141943594337,39343.915815635366,135532.87552853918,11206.524587813885,1,F,Other,Secondary / secondary special,0
55,0.7384609260385709,23911.487269419955,54187.53262412938,3450.0724349224924,3,F,Other,Secondary / secondary special,0
27,2.0499696893363377,42844.48206911372,95160.89365287618,5839.299901997304,2,M,Business Entity,Secondary / secondary special,0
52,4.418489952441,41338.01718773991,140965.10425207717,9078.127785451268,2,F,Self-employed,Secondary / secondary special,0
66,0.5429680621136521,17074.146617567858,48979.71693314661,4138.5316516152725,2,M,Other,Higher education,0
49,6.549078066090855,36234.90112139414,127020.59341464267,8465.311515702726,2,F,Government,Secondary / secondary special,1
24,2.448959036571885,49362.61219837916,246264.59443134483,13980.76277663769,2,M,Other,Higher education,0
38,7.671783593123366,29952.209532179873,134981.5354290787,14321.279159216618,1,F,Business Entity,Secondary / secondary special,1
37,3.395198656948082,10680.070615684379,16306.842296854467,1431.5368891418395,3,M,School,Higher education,1
43,0.9975900051700605,34289.40308810099,57501.442491715265,3506.42391357585,2,F,Government,Secondary / secondary special,0
21,3.0,75601.69379199485,274833.17726357136,22811.178284131034,2,M,Government,Secondary / secondary special,1
63,1.4527238692975464,30569.719991842307,112860.23563967337,6183.090331103831,1,F,Other,Incomplete higher,1
39,3.3746732140105618,74185.61492525617,339300.3696511599,30750.823192327192,3,F,Other,Secondary / secondary special,1
32,0.3926910745526984,24193.063089152893,89555.4643183471,6611.104144938156,2,F,Business Entity,Higher education,0
57,4.809928295336477,20323.124957288597,46682.236008896485,2672.417828214279,2,M,Business Entity,Secondary / secondary special,0
38,5.480942635009005,36222.968337995604,113733.1221938061,7148.703298895946,2,M,Self-employed,Higher education,1
32,2.3794985649627174,24069.74209988086,104256.85799835631,7735.774346566707,2,M,Business Entity,Secondary / secondary special,1
39,15.441736278661445,42827.20750312125,202567.8681223843,21563.050125897724,1,F,Business Entity,Secondary / secondary special,0
45,10.364074590922554,30143.198044355377,70209.62479403742,4364.433796370456,2,F,Self-employed,Secondary / secondary special,0
31,6.153995769131644,75883.80157539702,257141.1076062312,14830.997936871887,2,F,Government,Secondary / secondary special,0
44,6.252738423886789,29119.5853947424,59877.04338278847,5156.355328250723,2,M,Other,Secondary / secondary special,0
58,1.4544474866673585,37982.03182140016,123042.75206172654,10964.190444252741,2,M,Business Entity,Secondary / secondary special,0
57,5.347431459907412,48931.07059711117,88829.43731033329,5002.597848454445,3,F,Business Entity,Higher education,0
45,1.1045194638362124,58580.550616352535,280955.14696453686,19642.673854764053,2,M,Business Entity,Secondary / secondary special,1
43,0.7774433455448089,76101.35490569232,284101.39579425886,19430.6838852312,2,M,Self-employed,Lower secondary,1
66,37.69334110531831,32291.79222310958,144982.3517138834,9139.036867267352,3,M,Self-employed,Higher education,0
19,1.0,29742.906644627496,148537.06056010228,10708.730201060767,3,M,Business Entity,Secondary / secondary special,1
42,2.819267658254657,13947.306001138473,29837.903836261587,1569.4020057281343,3,M,Business Entity,Secondary / secondary special,1
20,1.6995423286875484,100796.18087002246,396078.789519061,37868.49293000649,2,F,Business Entity,Secondary / secondary special,1
25,4.630700940312337,43498.513697377406,200286.81957729542,23873.007231895583,1,M,Self-employed,Secondary / secondary special,1
61,0.2543274991028807,52886.53416977253,185937.60875140812,17549.40022215586,3,F,Business Entity,Higher education,0
50,0.4973395035739263,47947.61968417294,179273.14484767872,13494.84899974347,1,F,Business Entity,Secondary / secondary special,0
59,0.16704300946177203,37226.175728715476,108955.3882556597,10541.83924547271,2,F,Business Entity,Secondary / secondary special,0
52,3.457441119575526,43268.33227794679,167087.71428178705,15038.91593845293,2,M,Other,Secondary / secondary special,0
23,4.589042280014609,27451.299197251185,79183.89571839478,8652.666203124383,2,M,Business Entity,Secondary / secondary special,1
56,0.3225846674279756,31224.26121388891,98923.72810541849,9252.456904309118,1,M,Business Entity,Secondary / secondary special,1
40,6.386741819930306,22581.744645951207,42006.360394351505,3964.784810600551,2,F,Business Entity,Secondary / secondary special,1
42,1.3093898784698936,79112.1687391103,120830.34126295045,7916.380229183571,1,F,Business Entity,Incomplete higher,0
67,5.779111902620475,48085.7187704117,81410.51321387867,6439.075536344818,1,F,Government,Secondary / secondary special,0
60,20.058426720450147,97546.67790117326,212049.47959316935,15714.801223510689,2,M,Business Entity,Secondary / secondary special,0
36,5.873783411630291,114484.14525187395,354684.8608955976,18017.90691513027,2,F,School,Incomplete higher,0
22,4.0,17996.307558412835,28316.81648342981,2036.8187287048468,3,F,Other,Secondary / secondary special,0
28,10.0,59433.55152856076,121587.86626711398,10216.341273233875,3,M,Self-employed,Secondary / secondary special,0
29,3.334971328307689,18416.792467163785,77996.14953088218,7174.8193349665235,2,M,Business Entity,Secondary / secondary special,1
27,6.058764612540567,39684.213558529766,165387.2519661371,19088.967889159914,3,F,Business Entity,Secondary / secondary special,1
25,7.0,42504.47888672182,181241.47911062354,12095.687155076415,2,M,Self-employed,Secondary / secondary special,1
41,2.205012585232657,19080.4003110698,90162.39581392817,5470.155202785739,2,F,Government,Secondary / secondary special,1
45,1.514975717135116,25115.509238040344,48140.114723317354,5336.870801153116,2,M,Other,Secondary / secondary special,0
58,14.649589031878724,43485.19167640181,90057.37827202155,10440.291037078601,3,M,Other,Secondary / secondary special,0
53,6.47867726044298,39662.06028924224,105796.07293590535,8903.458675854119,2,F,Government,Secondary / secondary special,0
54,1.2402696049985706,21825.06193343464,102643.13960973792,5959.990251208907,2,M,Business Entity,Secondary / secondary special,0
38,2.980859145765007,25616.30782403571,107951.52975040415,9065.46514761293,2,F,Business Entity,Incomplete higher,0
25,7.0,17227.803767031517,45385.34751816352,2616.966016296989,2,F,Other,Higher education,0
26,3.960011079839665,19901.258045643503,35956.107651538456,4020.7194846602347,2,F,Self-employed,Higher education,0
64,5.2484263574015255,30160.54204405133,110307.0579942908,10983.329725814283,2,F,Government,Secondary / secondary special,0
32,7.007409592980763,59499.700407253906,142731.87259585096,9545.84929608749,3,M,Self-employed,Secondary / secondary special,1
65,4.864426963382428,63393.49529309925,212940.90485690656,23863.935542260537,2,F,Government,Secondary / secondary special,1
63,3.8835062166479926,90827.58769566439,435637.4268702984,41234.442092256104,2,F,Government,Higher education,0
57,6.923763438302224,44897.26202974381,157327.2058143129,18364.55829272224,2,F,Business Entity,Secondary / secondary special,1
35,6.501740071625164,39900.39624808519,188865.35465534322,22405.774941872765,2,M,School,Higher education,0
59,4.969537342130644,46517.002527607,133765.95549690974,6719.027191945358,3,M,Business Entity,Incomplete higher,0
37,2.2297905757999836,46294.47991252183,172064.06753467614,10051.121581385838,3,F,Self-employed,Secondary / secondary special,1
23,2.6027983327411692,16183.430671266815,74906.8684807894,6613.120161246281,3,F,Business Entity,Secondary / secondary special,0
29,11.0,93380.394554877,332243.2968619451,38842.464566055845,2,M,Self-employed,Secondary / secondary special,1
19,0.5960911944799449,13829.102245841406,50505.89173280364,6040.3205312916925,2,F,Other,Secondary / secondary special,1
24,1.563323903473513,64497.46490346973,258446.36862546107,23187.43485986562,1,M,Government,Secondary / secondary special,0
33,3.3903250443874593,37353.93310996441,171356.5792172142,10652.570963456628,2,F,Business Entity,Secondary / secondary special,0
20,2.0,21062.540373226097,38094.3469098357,2339.507227302496,3,F,Business Entity,Secondary / secondary special,0
62,0.8936938954473543,47367.291419067384,126897.34495833704,13130.073748052677,1,F,Business Entity,Secondary / secondary special,0
20,1.621416449738122,34232.49771815605,98996.84175058333,9051.839336885816,1,F,Other,Higher education,1
44,0.3403141159115749,25815.5164243233,120919.46146525485,10690.994176022396,3,M,Government,Incomplete higher,0
67,6.1206269871289365,18201.534234475024,88205.13973450122,7286.057196745651,1,M,School,Higher education,1
60,1.360418053895632,17452.64401240198,33532.316904070816,3378.6969319691807,1,M,Business Entity,Secondary / secondary special,0
57,2.4606306924167343,26756.811362238517,51289.51306301588,5645.118324755287,3,F,Self-employed,Secondary / secondary special,0
55,2.932250815360549,29926.68813839171,142810.64299939474,10169.126836388552,1,M,Business Entity,Secondary / secondary special,1
50,11.09645847762452,19825.588555048642,50261.86491291793,3290.354973591962,1,M,Business Entity,Secondary / secondary special,0
45,2.6494500859348373,37020.98058749232,86864.19507656405,8418.351532433424,2,F,Business Entity,Secondary / secondary special,0
18,0.0,21288.704353023986,34587.33282989862,3944.0374775711357,2,F,Business Entity,Secondary / secondary special,0
25,3.7149963944809024,43482.34880315917,107165.97818024398,7970.043193376151,2,F,Business Entity,Secondary / secondary special,1
54,16.478513652569482,67217.55050459037,263986.342526044,18233.899749888795,2,F,Government,Secondary / secondary special,0
49,4.678459122378747,41969.026381596865,125534.66990975365,8263.699278275297,2,M,Business Entity,Secondary / secondary special,0
65,20.487915140153888,34651.02565142808,114661.8458245594,7775.720096772398,2,M,Business Entity,Higher education,0
60,9.19763101797676,27793.333842584292,130921.46038555159,7782.6699413324,1,F,Business Entity,Incomplete higher,0
54,0.18314231201154937,74835.6241507765,142293.5213709018,13058.913352416563,1,M,Government,Incomplete higher,0
21,3.0,32966.33411031737,57669.409438785304,4017.125619368993,2,M,Business Entity,Secondary / secondary special,0
47,1.6897347603036459,126135.48529963905,565308.6726379547,52599.770290349436,2,F,School,Higher education,1
23,4.100550741777215,20100.140368775203,84661.69658187035,4725.160999757417,2,F,Business Entity,Secondary / secondary special,1
63,1.6379751161877831,41980.21191374539,101720.97756959942,5908.155321769619,2,M,Self-employed,Secondary / secondary special,0
36,2.145233018741496,73597.16647422682,193915.2451251663,16973.388790801975,2,M,Other,Higher education,0
49,12.830716613794209,25717.625013997473,66505.06912821213,5706.611514062393,1,F,Other,Secondary / secondary special,0
26,1.1574110127338135,32271.437336720024,121577.17961547014,8389.517759901186,3,M,Self-employed,Incomplete higher,0
29,10.36169881658621,49665.869903192935,85139.23445421502,9186.451847741264,3,M,Government,Secondary / secondary special,1
28,0.1546564298960754,44088.09733035551,141650.8925321144,8937.222476042016,2,F,Self-employed,Secondary / secondary special,0
63,0.47637186326010905,48042.8947814449,94575.09956423868,7116.424299212189,2,M,Other,Secondary / secondary special,0
33,9.643914750825994,64869.266395612605,283419.3318447533,25191.959551926207,2,M,Other,Higher education,0
18,0.0,30534.819760565097,86484.39643226766,9574.235836241573,2,F,School,Secondary / secondary special,0
62,6.876497890168669,74496.91164414381,249304.114190836,19769.45931707827,2,F,Self-employed,Higher education,0
38,1.1749273976135628,15367.228866200083,24627.69971299675,1918.5487101636909,2,F,Business Entity,Secondary / secondary special,0
47,3.851042453987378,62237.859848456486,106048.65140385562,9604.57395785094,2,F,Self-employed,Secondary / secondary special,0
30,6.682175720504376,64447.28255016242,248939.99677120475,17965.67073775545,3,F,Self-employed,Higher education,0
51,4.935097022779592,24655.73505823245,103152.12252746269,10278.296967591345,1,F,Other,Secondary / secondary special,0
21,3.0,17582.89638134785,70070.03196097766,4723.330873826053,2,F,Other,Secondary / secondary special,1
45,16.06742521112445,32335.348697328292,131914.16416802263,14197.093040199246,2,F,School,Secondary / secondary special,0
55,5.6374873910439325,44440.28093550575,82933.09582770843,5727.7526111134775,3,M,Other,Secondary / secondary special,0
48,11.916308354004459,30713.282482322706,120613.45421929975,14411.990844361051,2,F,Other,Secondary / secondary special,0
44,6.5424186192913325,46675.332587102705,99703.94992185793,7193.876604568633,2,F,Other,Secondary / secondary special,0
22,4.0,95690.26820620005,176362.33268552652,19667.54458295345,1,F,Government,Higher education,0
42,0.4170073378424624,18354.75651125925,76173.39415690397,5927.426327735133,2,M,Government,Secondary / secondary special,0
20,2.0,13669.843051381175,63057.911681080324,4238.994898878216,3,F,School,Higher education,0
50,9.772665334095867,35078.76263641542,140612.68247823804,9256.733616677873,2,F,Business Entity,Secondary / secondary special,0
21,1.3237606697666404,25846.118446314525,111642.49174477017,12226.347708816551,3,M,Business Entity,Secondary / secondary special,1
42,0.613696987883328,28562.288442933434,141920.54282075437,10163.314540091387,2,F,Business Entity,Secondary / secondary special,0
37,1.9734126725738563,68422.47111597497,134904.8702697201,9942.409429614858,3,F,Other,Secondary / secondary special,0
51,1.2451145391266578,34190.114706032626,166780.5397268191,10638.849558608728,1,F,Government,Secondary / secondary special,1
